id,不知道,不知道
60000060,妖精的能力,妖精的能力
60000061,派遣妖精寻找魔植物的种子,派遣妖精尋找魔植物的種子
60000062,派遣探索种子,派遣探索種子
60000070,收获亓草,收穫亓草
60000071,在箱庭试着培养亓草,在箱庭試著培養亓草
60000080,加深概念,加深概念
60000081,增加研制配方的数量,增加研製配方的數量
60000090,盈利的快乐,盈利的快樂
60000091,累计贩卖一定数量的金币,累計販賣一定數量的金幣
60000100,特殊成长方式,特殊成長方式
60000101,为培育果子制造银坷垃,為培育果子製造銀坷垃
60000102,拥有银阔拉,擁有銀闊拉
60000110,特殊的成长环境,特殊的成長環境
60000111,为培育果子建造特定区域,為培育果子建造特定區域
60000112,建造罐子,建造罐子
60000121,获取更多的配方,獲取更多的配方
60000130,简易手段,簡易手段
60000131,在劳伦斯处购买指定数量素材,在勞倫斯處購買指定數量素材
60000132,购买次数,購買次數
60000140,只手遮天,只手遮天
60000141,升级妖精可探索区域,升級妖精可探索區域
60000142,区域升级,區域升級
60000150,藏宝洞,藏寶洞
60000151,召唤并收集更多的妖精,召喚並收集更多的妖精
60000160,宝物利用,寶物利用
60000161,将召唤来的礼物送给洁莉丝,將召喚來的禮物送給潔莉絲
60000170,妖精的成长,妖精的成長
60000171,完成一次妖精进阶,完成一次妖精進階
60000172,妖精进阶,妖精進階
60000180,日常委托,日常委託
60000181,清理一下堆积的委托列表吧,清理一下堆積的委託列表吧
60000190,教会日常,教會日常
60000191,前往教会完成一次祈祷,前往教會完成一次祈禱
60000200,教会的礼物,教會的禮物
60000201,更换上教会赠送的装饰品,更換上教會贈送的裝飾品
60000202,装饰替换,裝飾替換
60000210,远扬,遠揚
60000211,在小镇中积累工坊的声望,在小鎮中積累工坊的聲望
60000212,影响力,影響力
60000220,素材储备,素材儲備
60000221,采集相应地区获取素材,採集相應地區獲取素材
60000222,采集特定地点,採集特定地點
60000230,思路累积,思路累積
60000231,解锁更多数量的炼金配方,解鎖更多數量的鍊金配方
60000240,营销策略,行銷策略
60000241,完成指定数量的贩卖收益,完成指定數量的販賣收益
60000242,累计贩卖收入,累計販賣收入
60000250,定制,定制
60000251,对指定地区进行探索和搜集,對指定地區進行探索和搜集
60000260,助人为乐,助人為樂
60000261,完成一次打工体验,完成一次打工體驗
60000262,打工一次,打工一次
60000270,植物的家园,植物的家園
60000271,在箱庭中完成指定次数的升级,在箱庭中完成指定次數的升級
60000272,罐子升级,罐子升級
60000280,妖精的帮助,妖精的幫助
60000281,与索菲亚共同炼金一次,與索菲亞共同鍊金一次
60000290,私人订制,私人訂制
60000291,出售对应炼成品,出售對應鍊成品
60000292,营业出售特定高星炼成品,營業出售特定高星鍊成品
60000300,以耳传耳,以耳傳耳
60000301,在城镇中提升工坊的影响力,在城鎮中提升工坊的影響力
60000310,妖精的生活,妖精的生活
60000311,提升特定妖精的好感度,提升特定妖精的好感度
60000312,特定妖精好感度,特定妖精好感度
60000320,回馈妖精,回饋妖精
60000321,培育妖精达到指定要求,培育妖精達到指定要求
60000322,确定妖精培育一定数量,確定妖精培育一定數量
60000330,特殊的需求,特殊的需求
60000331,前往指定地区进行采集,前往指定地區進行採集
60000340,妖精的经验,妖精的經驗
60000341,获取妖精技能达到指定次数,獲取妖精技能達到指定次數
60000342,妖精冥想次数,妖精冥想次數
60000360,不求回报,不求回報
60000361,在小镇中完成一次打工,在小鎮中完成一次打工
60000362,今日打工一次,今日打工一次
60000370,经验的累积,經驗的累積
60000371,完成指定次数的炼金联系,完成指定次數的鍊金聯繫
60000380,区域的扩张,區域的擴張
60000381,完成指定区域的升级,完成指定區域的升級
60000390,突如其来,突如其來
60000391,准备去见发送委托的劳伦斯,準備去見發送委託的勞倫斯
60000392,培育物,培育物
60000400,航路堵塞,航路堵塞
60000401,帮助劳伦斯分担事务,幫助勞倫斯分擔事務
60000402,今日委托,今日委託
60000410,尘封往事,塵封往事
60000411,在指定区域获取素材,在指定區域獲取素材
60000420,事务繁忙,事務繁忙
60000421,为了更好地提供商品而炼金,為了更好地提供商品而鍊金
60000430,急速储备,急速儲備
60000431,为了应对危机储备素材,為了應對危機儲備素材
60000440,升级,升級
60000441,升级妖精的工作能力,升級妖精的工作能力
60000442,特定妖精等级,特定妖精等級
60000450,闲暇之余,閒暇之餘
60000451,闲暇之余替换一下房间内的装饰,閒暇之餘替換一下房間內的裝飾
60000460,妖精的礼增,妖精的禮增
60000461,为妖精准备一份礼物,為妖精準備一份禮物
60000470,妖精的回馈,妖精的回饋
60000471,培育妖精到指定阶段,培育妖精到指定階段
60000472,特定妖精培育,特定妖精培育
60000480,缺货,缺貨
60000481,补充指定数量的材料,補充指定數量的材料
60000482,获得采集材料,獲得採集材料
60000490,走街串巷,走街串巷
60000491,送朋友们一些礼物,送朋友們一些禮物
60000500,灵感枯竭,靈感枯竭
60000501,到镇里看看有没有人需要帮助,到鎮裏看看有沒有人需要幫助
60000510,信,信
60000511,和格林一起探讨配方,和格林一起探討配方
60000520,信任,信任
60000521,研制出售指定炼成品,研製出售指定鍊成品
60000522,出售特定商品,出售特定商品
60000530,成年人的责任,成年人的責任
60000531,在担心之余完成委托吧,在擔心之餘完成委託吧
60000540,宝库,寶庫
60000541,听从帕修姆的建议采集指定地点,聽從帕修姆的建議採集指定地點
60000542,采集特定地点一定时间,採集特定地點一定時間
60000550,商会的表面,商會的表面
60000551,炼成指定的高级炼成品,鍊成指定的高級鍊成品
60000552,高星炼成品,高星鍊成品
60000560,风平浪静,風平浪靜
60000561,有条不紊地提升工坊的影响力吧,有条不紊地提升工坊的影响力吧
60000570,厚积薄发,厚積薄發
60000571,有条不紊地提升妖精的工作能力吧,有条不紊地提升妖精的工作能力吧
60000580,新奇品,新奇品
60000581,培育出更多的新植物和果实吧,培育出更多的新植物和果實吧
60000590,小帮手,小幫手
60000591,到镇上帮助大家吧,到鎮上幫助大家吧
60000592,今日打工次数,今日打工次數
60000600,每日祈祷,每日祈禱
60000601,完成今日的祈祷任务吧,完成今日的祈禱任務吧
60000610,礼尚往来,禮尚往來
60000611,送礼给自己最喜欢的朋友吧,送禮給自己最喜歡的朋友吧
60000620,腹有诗书,腹有詩書
60000621,加深自己对炼金配方的了解吧,加深自己對鍊金配方的瞭解吧
60000630,救星,救星
60000631,在完成委托时赚取金币吧,在完成委託時賺取金幣吧
60000632,赚取资金,賺取資金
60000640,渐进,漸進
60000641,提升妖精的能力,提升妖精的能力
60000650,教会的麻烦,教會的麻煩
60000651,倾听教会麻烦的同时炼成对应物品吧,傾聽教會麻煩的同時鍊成對應物品吧
60000661,帮助妖精冥想指定次数,幫助妖精冥想指定次數
60000670,好整以暇,好整以暇
60000671,前往指定地区采集指定时间,前往指定地區採集指定時間
60000681,前往城镇找寻需要帮助的人们,前往城鎮找尋需要幫助的人們
60000690,焦头烂额,焦頭爛額
60000691,为行会准备指定数量的材料,為行會準備指定數量的材料
60000700,波澜起伏,波瀾起伏
60000701,在危机中提升工坊的影响力,在危機中提升工坊的影響力
60000710,内务,內務
60000711,提升箱庭中植物种植效率,提升箱庭中植物種植效率
60000712,指定罐子升级,指定罐子升級
60000720,药方,藥方
60000721,处理工坊事务，等待消息寻找凯因神父,處理工坊事務，等待消息尋找凱因神父
60000730,累计供应,累計供應
60000731,累积为镇子供应指定金额的炼成品,累積為鎮子供應指定金額的鍊成品
60000732,累计营业金额,累計營業金額
60000740,自我成长,自我成長
60000741,获取更多炼成品配方,获取更多炼成品配方
60000750,更多的帮手,更多的幫手
60000751,召唤更多妖精帮手,召唤更多妖精帮手
60000752,召唤（插入任务）,召喚（插入任務）
60000760,呼应,呼應
60000761,提升镇民们的好感度,提升鎮民們的好感度
60000770,地区规划,地區規劃
60000771,前往特定地区采集炼成品,前往特定地區採集鍊成品
60000780,枯毒,枯毒
60000781,在格蕾老师的指导下炼成指定炼成品,在格蕾老師的指導下鍊成指定鍊成品
60000790,牺牲,犧牲
60000791,等待消息，完成工坊紧急委托,等待消息，完成工坊緊急委託
60000792,今日委托数量,今日委託數量
60000800,等待就是机会,等待就是機會
60000801,等待学院的和行会的消息,等待學院的和行會的消息
60000810,成长就是机会,成長就是機會
60000811,通过妖精冥想提升妖精能力,通過妖精冥想提升妖精能力
60000820,情感就是机会,情感就是機會
60000821,前往镇中帮助陷入困难的人们,前往鎮中幫助陷入困難的人們
60000830,机会就是机会,機會就是機會
60000831,培养更多培育物品，寻找解毒方法,培養更多培育物品，尋找解毒方法
60000840,发现就是机会,發現就是機會
60000841,前往指定区域寻找解毒方案,前往指定區域尋找解毒方案
60000842,地区开拓,地區開拓
60000850,不懈就是机会,不懈就是機會
60000860,迫在眉睫,迫在眉睫
60000861,炼成指定高星炼成品,鍊成指定高星鍊成品
60000870,应对,應對
60000871,应对镇民的需求，达到指定营业额,应对镇民的需求，达到指定营业额
60000881,与镇中居民培养感情,与镇中居民培养感情
60000890,更大的宏图,更大的宏圖
60000891,升级采集区域，获取更多炼金素材,升級採集區域，獲取更多鍊金素材
60000900,预备役,預備役
60000901,为格蕾的下一步行动准备素材和培育物,為格蕾的下一步行動準備素材和培育物
60000921,为城镇中的居民排忧解难,為城鎮中的居民排憂解難
60000930,特急缺货,特急缺貨
60000931,贩卖大量指定物品完成镇民需求,販賣大量指定物品完成鎮民需求
60000932,贩卖指定物品,販賣指定物品
60000940,特级需求,特級需求
60000941,采集指定地区指定时间,採集指定地區指定時間
60000950,更大的规模,更大的規模
60000951,提高工坊可供应物品类目,提高工坊可供應物品類目
60000960,镇中之鬼,鎮中之鬼
60000961,完成工坊的委托，跟随格林一探究竟,完成工坊的委託，跟隨格林一探究竟
60000970,更强大的力量,更強大的力量
60000971,帮助妖精完成指定次数的冥想,幫助妖精完成指定次數的冥想
60000980,更完善的储备,更完善的儲備
60000981,将仓库中的储备进行扩充,將倉庫中的儲備進行擴充
60000990,更精进的技术,更精進的技術
60000991,尝试炼制更高级的炼成品,嘗試鍊製更高級的鍊成品
60001000,更有名的工坊,更有名的工坊
60001001,在危机中继续提升工坊的知名度,在危機中繼續提升工坊的知名度
60001010,更亲近的情感,更親近的情感
60001011,与镇中居民继续拉近关系,与镇中居民继续拉近关系
60001020,更精准的采集,更精准的採集
60001021,获取指定采集材料,獲取指定採集材料
60001030,不速之客,不速之客
60001031,提升工坊配方数量,提升工坊配方數量
60001040,惊慌之余,驚慌之餘
60001041,尝试炼成更加高级的炼成品,嘗試鍊成更加高級的鍊成品
60001050,不忘初心,不忘初心
60001051,帮助更多的镇民摆脱盗食鸟的阴影,幫助更多的鎮民擺脫盜食鳥的陰影
60001060,后备力量,後備力量
60001061,提升指定类型罐子等级,提升指定類型罐子等級
60001070,轻重所需,輕重所需
60001071,贩卖指定物品帮助镇民,販賣指定物品幫助鎮民
60001080,开拓眼界,開拓眼界
60001081,升级采集区域，获取更多的炼金素材,升級採集區域，獲取更多的鍊金素材
60001090,后援,後援
60001091,营业中累积获得指定金额金币,營業中累積獲得指定金額金幣
60001100,未雨绸缪,未雨綢繆
60001101,在后场为其他人准备充分的材料,在後場為其他人準備充分的材料
60001110,入库,入庫
60001111,炼成一些应急品用于备用,鍊成一些應急品用於備用
60001120,抚慰,撫慰
60001121,抚慰陷入混乱的镇中居民,撫慰陷入混亂的鎮中居民
60001130,提升迫在眉睫,提升迫在眉睫
60001131,通过冥想提升妖精的炼金能力和效率,通過冥想提升妖精的鍊金能力和效率
60001140,地场,地場
60001160,地区探索,地區探索
60001231,今日委托获得金币,今日委託獲得金幣
60010000,妖精炼金,妖精炼金
60010001,借助黏黏·水的力量完成一次炼金,借助黏黏·水的力量完成一次鍊金
60010002,黏黏·水炼金,黏黏·水鍊金
60010010,逻辑的成长,邏輯的成長
60010011,增加炼金配方的数量,增加鍊金配方的數量
60010012,配方数量（插入任务）,配方數量（插入任務）
60010020,第一次抽卡,第一次抽卡
60010030,加强阵容,加强阵容
60010032,抽卡,抽卡
60020000,干旱年,乾旱年
60020001,为预防干旱提供储备品,為預防乾旱提供儲備品
60020002,交付冰沙,交付冰沙
60020010,动物迁徙,動物遷徙
60020011,查明动物异常动向的原因,查明動物異常動向的原因
60020012,采集乱石滩,採集亂石灘
60020020,引诱行动,引誘行動
60020021,收集能够引诱野兽群的道具,收集能夠引誘野獸群的道具
60020022,交付二十个亓草,交付二十個亓草
60020030,搁浅,擱淺
60020031,收集能够修缮船体的道具,收集能夠修繕船體的道具
60020032,交付一星隔热凝胶,交付一星隔熱凝膠
60020040,远航的储备,遠航的儲備
60020041,为格林的远航理想做一些准备,為格林的遠航理想做一些準備
60020042,微风野地采集两次,微風野地採集兩次
60020050,黄金之种,黃金之種
60020051,为格林交付一些黄金小麦,為格林交付一些黃金小麥
60020052,交付黄金小麦,交付黃金小麥
60020060,最可靠的保障,最可靠的保障
60020061,为格林的航行提供食物保障,為格林的航行提供食物保障
60020062,交付三星番茄面包,交付三星番茄麵包
60020070,伴手礼,伴手禮
60020071,寻找拥有礼物潜力的道具,尋找擁有禮物潛力的道具
60020072,微风野地采集,微風野地採集
60020080,霞光,霞光
60020081,提供格林喜欢的折光兰,提供格林喜歡的折光蘭
60020082,交付二十个折光兰,交付二十個折光蘭
60020090,更稳固的光,更穩固的光
60020091,提供更稳定的支撑方式,提供更穩定的支撐方式
60020092,交付折光蘑菇,交付折光蘑菇
60020100,丢失的信任,丟失的信任
60020101,寻找格林丢失的护身符,尋找格林丟失的護身符
60020102,采集乱石滩一次,采集乱石滩一次
60020110,重铸方法,重鑄方法
60020111,寻找护身符类似材质的素材,尋找護身符類似材質的素材
60020112,交付坚硬荆棘,交付堅硬荊棘
60020120,无计可施,無計可施
60020121,放弃重铸继续寻找护身符,放棄重鑄繼續尋找護身符
60020122,乱石滩采集六小时以上,乱石滩采集六小时以上
60020130,谢礼,謝禮
60020131,试着使用格林的礼物装饰房间,試著使用格林的禮物裝飾房間
60020132,装饰替换1次,裝飾替換1次
60020140,妖精蛋糕,妖精蛋糕
60020141,试用格林带回来的妖精蛋糕,試用格林帶回來的妖精蛋糕
60020142,冥想三次,冥想三次
60020150,船员募集,船員募集
60020151,为了格林能够募集船员而工作,為了格林能夠募集船員而工作
60020160,理念学习,理念學習
60020161,教会格林如何贩卖物品,教會格林如何販賣物品
60020162,累计营业时长10小时,累計營業時長10小時
60020170,扩充储备,擴充儲備
60020171,帮助格林扩充船只中素材的储备,幫助格林擴充船隻中素材的儲備
60020172,采集10次,採集10次
60030000,开张首日,開張首日
60030001,有条不紊地完成工坊的工作,有条不紊地完成工坊的工作
60030002,微风草原采集一次,微風草原採集一次
60030010,村庄往事,村莊往事
60030011,储备更多的炼金售卖品,儲備更多的鍊金售賣品
60030012,炼金十次,鍊金十次
60030020,骑士历史,騎士歷史
60030021,尝试出售更多的炼金售卖品,嘗試出售更多的鍊金售賣品
60030022,营业指定收入,營業指定收入
60030030,猎户的需求,獵戶的需求
60030031,炼成一些能够帮助猎户的道具,鍊成一些能夠幫助獵戶的道具
60030032,炼金二十次,鍊金二十次
60030040,先机,先機
60030041,绘制微风草原地区相关的区域图,繪製微風草原地區相關的區域圖
60030042,微风草原采集两次,微風草原採集兩次
60030050,狼灌四散,狼灌四散
60030051,筹集资金来帮助镇民和猎户,筹集资金来帮助镇民和猎户
60030060,危机预兆,危機預兆
60030061,准备大量素材以备不时之需,準備大量素材以備不時之需
60030070,不时之需,不時之需
60030071,储备大量炼成品为今后备用,儲備大量鍊成品為今後備用
60030072,炼金三十次,鍊金三十次
60030080,欲善其事,欲善其事
60030081,为新道具筹集资金,为新道具筹集资金
60030090,剪彩仪式,剪綵儀式
60030091,为工坊第一次公开宣传做准备,為工坊第一次公開宣傳做準備
60030100,业界标杆,業界標杆
60030101,尽可能多的准备货物吧,盡可能多的準備貨物吧
60030110,产品丰富,產品豐富
60030111,准备尽可能丰富的素材和产品,準備盡可能豐富的素材和產品
60030120,勘查准备,勘查準備
60030121,为勘察微风草原进行准备,為勘察微風草原進行準備
60030122,微风草原采集2小时,微風草原採集2小時
60030130,暂时歇息,暫時歇息
60030131,一边休息一边安排工作吧,一邊休息一邊安排工作吧
60030140,农庄杂事,農莊雜事
60030141,处理农庄中的杂物,處理農莊中的雜物
60030142,今日打工三次,今日打工三次
60030150,精进,精進
60030151,进行妖精冥想获得成长,進行妖精冥想獲得成長
60030152,冥想五次,冥想五次
60030160,开垦物资,開墾物資
60030161,为村镇之后的开垦准备物资,為村鎮之後的開墾準備物資
60030162,累计营业时长20小时,累計營業時長20小時
60030170,尚有缺漏,尚有缺漏
60030171,加油补齐缺漏物资,加油補齊缺漏物資
60030180,援助,援助
60030181,帮助大家解决疑难杂症,幫助大家解決疑難雜症
60030190,来自远端的帮助,來自遠端的幫助
60030191,寻秘一次带回罗恩老友的笔记,寻秘一次带回罗恩老友的笔记
60030192,寻秘1次,尋秘1次
60040000,魔药学的需求,魔藥學的需求
60040001,帮助莫西寻找更多药材,幫助莫西尋找更多藥材
60040002,手动培育植物十次,手動培育植物十次
60040010,燃烧蘑菇,燃燒蘑菇
60040011,为莫西提供会燃烧的蘑菇,為莫西提供會燃燒的蘑菇
60040012,提供燃火蘑菇,提供燃火蘑菇
60040020,温度测试,溫度測試
60040021,为莫西提供用于测温的火结晶,為莫西提供用於測溫的火結晶
60040022,提供火结晶,提供火結晶
60040030,基础累积,基礎累積
60040031,为了批量生产进行素材累积,為了批量生產進行素材累積
60040032,手动培育植物二十次,手動培育植物二十次
60040040,火神,火神
60040041,提供大量燃火蘑菇供应防火剂的制作,提供大量燃火蘑菇供應防火劑的製作
60040042,提供大量燃火蘑菇,提供大量燃火蘑菇
60040050,融入常态,融入常態
60040051,帮助莫西完成药剂与食物的融合,幫助莫西完成藥劑與食物的融合
60040052,提供矿盐,提供礦鹽
60040060,植物的生态,植物的生態
60040061,帮助行会记录植物的特性,帮助行会记录植物的特性
60040062,手动培育植物三十次,手動培育植物三十次
60040070,日常所需,日常所需
60040071,提供给行会指定物品,提供給行會指定物品
60040072,提供清洗剂,提供清洗劑
60040080,甜蜜的委托,甜蜜的委託
60040081,为行会提供指定的物品,為行會提供指定的物品
60040082,提供蜂蜡,提供蜂蠟
60040090,丢失的图鉴,丟失的圖鑒
60040091,帮助凯因神父补充假图鉴内容,帮助凯因神父补充假图鉴内容
60040100,灯火通明,燈火通明
60040101,为了寻找图鉴而制作蜡烛,为了寻找图鉴而制作蜡烛
60040102,提供蜡烛,提供蠟燭
60040110,擦拭痕迹,擦拭痕跡
60040111,提供用于擦拭痕迹的晶海星,提供用於擦拭痕跡的晶海星
60040112,提供晶海星,提供晶海星
60040120,懒惰,懶惰
60040121,为凯因提供足够教会使用的蜡烛,為凱因提供足夠教會使用的蠟燭
60040122,交付蜡烛2星,交付蠟燭2星
60040130,修缮准备,修繕準備
60040131,寻找用于修缮器具的素材,尋找用於修繕器具的素材
60040132,采集2次,採集2次
60040140,简易维修,簡易維修
60040141,提供干涸地蔓用于维修器具,提供乾涸地蔓用於維修器具
60040142,交付干涸地蔓,交付乾涸地蔓
60040150,酒馆之光,酒館之光
60040151,为酒馆提供蜡烛,為酒館提供蠟燭
60040152,交付蜡烛3星,交付蠟燭3星
60040160,目击报告,目擊報告
60040161,在乱石滩搜寻奇怪生物的踪迹,在亂石灘搜尋奇怪生物的蹤跡
60040162,采集3次乱石滩,採集3次亂石灘
60040170,植物入侵,植物入侵
60040171,提供奇怪生长的风滚草,提供奇怪生長的風滾草
60040172,交付风滚草,交付風滾草
60040180,寻人启事,尋人啟事
60040181,寻找冒险家,寻找冒险家
60040182,采集微风草原2次,採集微風草原2次
60040190,地毯式搜寻,地毯式搜尋
60040191,为冒险家行会提供后援,為冒險家行會提供後援
60040192,炼金20次,鍊金20次
60040200,寓教于乐,寓教於樂
60040201,教会凯因神父什么叫做营业,教會凱因神父什麼叫做營業
60040202,单次贩卖,單次販賣
60040210,不死心,不死心
60040211,帮助凯因神父寻找徽章,帮助凯因神父寻找徽章
60040212,采集微风草原3次,採集微風草原3次
60040220,炼金学的基础,鍊金學的基礎
60040221,教会凯因神父炼金学的基础,教會凱因神父鍊金學的基礎
60040222,炼金30次,鍊金30次
60040230,妖精研究,妖精研究
60040231,满足凯因神父的探究欲,滿足凱因神父的探究欲
60040240,妖精场,妖精場
60040241,让凯因神父明白妖精的工作方式,讓凱因神父明白妖精的工作方式
60040242,培育20次,培育20次
60040250,生物研究,生物研究
60040251,提供史莱姆王冠用于凯因神父的研究,提供史萊姆王冠用於凱因神父的研究
60040252,交付史莱姆王冠3星,交付史萊姆王冠3星
60040260,锁定,鎖定
60040261,提供重水完成凯因神父的锁定研究,提供重水完成凱因神父的鎖定研究
60040262,交付重水,交付重水
60040270,第一次试验,第一次試驗
60040271,试用凯因神父提供的光环道具,試用凱因神父提供的光環道具
60040272,培育30次,培育30次
60040280,上门拜访,上門拜訪
60040281,为凯因神父提供蜜汁面包作为礼物,為凱因神父提供蜜汁麵包作為禮物
60040282,交付蜜汁面包3星,交付蜜汁麵包3星
60040290,诀窍,訣竅
60040291,为凯因神父提供自燃石继续研究,為凱因神父提供自燃石繼續研究
60040292,交付自燃石,交付自燃石
60040300,休闲渔业,休閒漁業
60040301,为教会的出行准备足够的钓鱼竿,為教會的出行準備足夠的釣魚竿
60040302,营业出售30个钓鱼竿,營業出售30個釣魚竿
60040310,藏宝图,藏寶圖
60040311,根据凯因神父提供的藏宝图进行搜查,根據凱因神父提供的藏寶圖進行搜查
60040312,寻秘3次,尋秘3次
70000000,露西姆,露西姆
70000001,笨拙炼金师,笨拙鍊金師
70000002,琉璃岛上最年轻的魔女。,琉璃島上最年輕的魔女。
70000010,夏洛特,夏洛特
70000011,逻辑魔女,邏輯魔女
70000012,隐居在琉璃岛上的伟大魔女之一。性格非常跳脱且不靠谱，十分贪财狡诈。,隱居在琉璃島上的偉大魔女之一。性格非常跳脫且不靠譜，十分貪財狡詐。
70000013,亲爱的女儿：,亲爱的女儿：
70000020,帕修姆,帕修姆
70000021,树灵,樹靈
70000022,跟随夏洛特一起重建琉璃岛的大妖精，因为某些约定一直帮助着夏洛特一家。,跟隨夏洛特一起重建琉璃島的大妖精，因為某些約定一直幫助著夏洛特一家。
70000023,亲爱的露西姆：,亲爱的露西姆：
70000030,劳伦斯,勞倫斯
70000031,大陆商人,大陸商人
70000032,精明年轻的货商，听说曾在大陆做出独一无二的业绩…,精明年輕的貨商，聽說曾在大陸做出獨一無二的業績…
70000033,亲爱的工坊主：,亲爱的工坊主：
70000040,格林,格林
70000041,大探险家,大探險家
70000042,享誉大陆的大探险家，每一处奇观的附近都有印着他贱兮兮笑脸的小旗子。,享譽大陸的大探險家，每一處奇觀的附近都有印著他賤兮兮笑臉的小旗子。
70000050,罗恩,羅恩
70000051,镇长,鎮長
70000052,皮尔镇的现任镇长，性格随和善良，喜爱自然与生物。爱好是手工艺品，经常坐在屋子门口制作木雕…,皮爾鎮的現任鎮長，性格隨和善良，喜愛自然與生物。愛好是手工藝品，經常坐在屋子門口製作木雕…
70000053,亲爱的小露西姆：,亲爱的小露西姆：
70000060,格蕾,格蕾
70000061,天才讲师,天才講師
70000062,以人类的身份担任魔女们教师的‘学术天才’。单纯的向着究极学术的顶端雷厉风行的前进着。,以人類的身份擔任魔女們教師的‘學術天才’。單純的向著究極學術的頂端雷厲風行的前進著。
70000063,亲爱的露西姆同学：,亲爱的露西姆同学：
70000070,凯因,凱因
70000071,不良神父,不良神父
70000072,性格十分麻烦的神父，对于自身工作十分不上心。热衷于骑士历史和魔导器的研究。,性格十分麻煩的神父，對於自身工作十分不上心。熱衷於騎士歷史和魔導器的研究。
70000080,洁莉丝,潔莉絲
70000081,修女,修女
70000082,"约束着神父行为举止的教会修女，是神父唯一惧怕的对象。
性格温柔，但也不失原则。","約束著神父行為舉止的教會修女，是神父唯一懼怕的對象。
性格溫柔，但也不失原則。"
70000090,莫多,莫多
70000091,黑猫神偷,黑貓神偷
70000092,曾经纵横在大陆之中劫富济贫的知名侠盗，因为某种原因选择与姐姐在琉璃岛中隐居。,曾經縱橫在大陸之中劫富濟貧的知名俠盜，因為某種原因選擇與姐姐在琉璃島中隱居。
70000100,莫西,莫西
70000101,药剂师,藥劑師
70000102,"十分熟悉草药学，能够将常见的植物变成有效的药物。
无时不刻在关注着自己的弟弟的举动。","十分熟悉草藥學，能夠將常見的植物變成有效的藥物。
無時不刻在關注著自己的弟弟的舉動。"
70000103,亲爱的露西姆喵：,亲爱的露西姆喵：
70000110,纳雷德,納雷德
70000111,酒馆老板,酒館老闆
70000112,"豪爽的酒馆老板，钟爱酿酒。但也因为女儿的原因而戒掉了酒瘾，
将酒馆的酒单替换成了健康的果汁清单。","豪爽的酒館老闆，鍾愛釀酒。但也因為女兒的原因而戒掉了酒癮，
將酒館的酒單替換成了健康的果汁清單。"
70000120,碧翠丝,碧翠絲
70000121,文学少女,文學少女
70000122,酒馆老板的女儿，也是格蕾在学院外的学生，在酒馆中做着侍应兼职的时候，也总是放不下手中从学院得到的书本。,酒館老闆的女兒，也是格蕾在學院外的學生，在酒館中做著侍應兼職的時候，也總是放不下手中從學院得到的書本。
70000130,德拉涅尔,德拉涅爾
70000131,怪 阿 姨,怪 阿 姨
70000132,被夏洛特骗走了全部资产后，只好在琉璃岛居住的可怜歌姬。,被夏洛特騙走了全部資產後，只好在琉璃島居住的可憐歌姬。
70000133,亲爱的露西姆酱：,亲爱的露西姆酱：
70000140,多多洛,多多洛
70000150,村民A,村民A
70000151,大炼铜术士,大鍊銅術士
70000152,是个小有名气的巫师。,是個小有名氣的巫師。
70000160,合鸟工作室,合鳥工作室
70000161,炼铜术士,鍊銅術士
70000170,神秘路人,神秘路人
70000180,商人A,商人A
70000210,梅森塔隆,梅森塔隆
70000211,理之代理人,理之代理人
70000212,理性的代表，被七席魔女无条件信任着的代理人。在非理事期间，梅森塔隆会在魔女学院任教基础学科，在其名下毕业的魔女十有八九都成为了大陆中各处关节要点中的关键人物。虽然作为魔女的梅森塔隆完美无瑕，但是她对于人类的看法却是被人津津乐道的一大议题。不喜欢人类刻意遗忘那段历史的梅森塔隆，总是刁难着人类学术派代表格蕾。对于梅森塔隆本人来说，人类试图掌握魔法就是对魔女的一种冒犯……,理性的代表，被七席魔女無條件信任著的代理人。在非理事期間，梅森塔隆會在魔女學院任教基礎學科，在其名下畢業的魔女十有八九都成為了大陸中各處關節要點中的關鍵人物。雖然作為魔女的梅森塔隆完美無瑕，但是她對於人類的看法卻是被人津津樂道的一大議題。不喜歡人類刻意遺忘那段歷史的梅森塔隆，總是刁難著人類學術派代表格蕾。對於梅森塔隆本人來說，人類試圖掌握魔法就是對魔女的一種冒犯……
70000220,扎克莫德,紮克莫德
70000221,狮子港都统,獅子港都統
70000222,直率的大都统，听说曾作为阿斯隆德王身边的骑士而征战过许多时日。在厌倦了军旅生涯后，被指派前往被誉为狮子之口的狮子港驻守并兼任都统一职，在常年的要务处理中，扎克莫德也表现出了相当靠谱的政务能力。总是被戏称为阿斯隆德的左膀右臂，但本人却总是这样说着“多亏了狮子的照顾我才得以成长到如今啊~”。不知道是过于谦虚，还是对于自己的才能的后知后觉，扎克莫德总给以一种十分亲近的感觉。,直率的大都統，聽說曾作為阿斯隆德王身邊的騎士而征戰過許多時日。在厭倦了軍旅生涯後，被指派前往被譽為獅子之口的獅子港駐守並兼任都統一職，在常年的要務處理中，紮克莫德也表現出了相當靠譜的政務能力。總是被戲稱為阿斯隆德的左膀右臂，但本人卻總是這樣說著“多虧了獅子的照顧我才得以成長到如今啊~”。不知道是過於謙虛，還是對於自己的才能的後知後覺，紮克莫德總給以一種十分親近的感覺。
70000230,村民B,村民B
70000240,村民C,村民C
70000250,村民D,村民D
70000260,村民E,村民E
70000270,活动NPC,活动NPC
